task,baseline,eval_strength,seed,final_fidelity,final_infidelity,pulse_energy,basis_count,segments,refreshes,frequency_seed_path,training_objective,optimizer_success_all,optimization_seconds
Z,dcrab_large,0.05,57,0.9995680461398693,0.00043195386013072934,4.599715626603109,4,40,5,"31,43,59,71,83",0.0010722259470150601,False,104.85950399399735
Z,dcrab_large,0.05,58,0.9989383544970696,0.0010616455029304195,4.599715626603109,4,40,5,"31,43,59,71,83",0.0010722259470150601,False,104.85950399399735
Z,dcrab_large,0.05,59,0.9990687183375231,0.0009312816624769127,4.599715626603109,4,40,5,"31,43,59,71,83",0.0010722259470150601,False,104.85950399399735
Z,dcrab_large,0.08,10,0.9960819685948474,0.003918031405152567,4.599715626603109,4,40,5,"31,43,59,71,83",0.0010722259470150601,False,104.85950399399735
Z,dcrab_large,0.08,11,0.9997682152198105,0.00023178478018948123,4.599715626603109,4,40,5,"31,43,59,71,83",0.0010722259470150601,False,104.85950399399735
Z,dcrab_large,0.08,12,0.9998288113586968,0.00017118864130316602,4.599715626603109,4,40,5,"31,43,59,71,83",0.0010722259470150601,False,104.85950399399735
Z,dcrab_large,0.08,13,0.999783615540547,0.00021638445945304507,4.599715626603109,4,40,5,"31,43,59,71,83",0.0010722259470150601,False,104.85950399399735
Z,dcrab_large,0.08,14,0.9997196402721181,0.0002803597278818737,4.599715626603109,4,40,5,"31,43,59,71,83",0.0010722259470150601,False,104.85950399399735
Z,dcrab_large,0.08,15,0.996628899884443,0.0033711001155569686,4.599715626603109,4,40,5,"31,43,59,71,83",0.0010722259470150601,False,104.85950399399735
Z,dcrab_large,0.08,16,0.998572113625276,0.001427886374724019,4.599715626603109,4,40,5,"31,43,59,71,83",0.0010722259470150601,False,104.85950399399735
Z,dcrab_large,0.08,17,0.9996877801884574,0.00031221981154261336,4.599715626603109,4,40,5,"31,43,59,71,83",0.0010722259470150601,False,104.85950399399735
Z,dcrab_large,0.08,18,0.99878681257027,0.0012131874297299783,4.599715626603109,4,40,5,"31,43,59,71,83",0.0010722259470150601,False,104.85950399399735
Z,dcrab_large,0.08,19,0.9994845037676553,0.0005154962323447032,4.599715626603109,4,40,5,"31,43,59,71,83",0.0010722259470150601,False,104.85950399399735
Z,dcrab_large,0.08,20,0.9993535359167849,0.0006464640832151147,4.599715626603109,4,40,5,"31,43,59,71,83",0.0010722259470150601,False,104.85950399399735
Z,dcrab_large,0.08,21,0.9997926629347764,0.00020733706522357842,4.599715626603109,4,40,5,"31,43,59,71,83",0.0010722259470150601,False,104.85950399399735
Z,dcrab_large,0.08,22,0.9966700803312529,0.0033299196687470722,4.599715626603109,4,40,5,"31,43,59,71,83",0.0010722259470150601,False,104.85950399399735
